existingItemLabel,newItemLabel,title,subtitle,statedAs,statedAsCreator2,creator,educated at,creatorNew,creatorNew2,CreatorMastersReconciled,creatorDoctoralReconciled,instance of,genre,Den,submittedTo,inception,language,pages,Leaf,page,RomanNumberedPage,degreeSupervisor,degreeSupervisor 1,degreeSupervisor 2,degreeSupervisor 3,degreeSupervisor 4,hdlURI,hdl,OCLCID
,Evaluating Smoking Attitudes in Response to Different Types of Anti-smoking Messages Using a Highly Repeated Within-person Design,Evaluating Smoking Attitudes in Response to Different Types of Anti-smoking Messages Using a Highly Repeated Within-person Design,,Vasundhara Sridharan,,Vasundhara Sridharan,,,,Vasundhara Sridharan,,human,master's thesis,"master's thesis by Vasundhara Sridharan, 2015",University of Washington,2015,English,unpaged [43] pages ,, 43,,"Shoda, Yuichi,degree supervisor.",Yuichi Shoda,,,,http://hdl.handle.net/1773/33244,1773/33244,910888197
,The Role of Addiction Mindsets in Smoking Cessation: Scale Development and Pilot Randomized Trial,The Role of Addiction Mindsets in Smoking Cessation,Scale Development and Pilot Randomized Trial,Vasundhara Sridharan,,Vasundhara Sridharan,,,,,Vasundhara Sridharan,human,doctoral thesis,"doctoral thesis by Vasundhara Sridharan, 2018",University of Washington,2018,English,"v, 147 pages ",,147,v,"Shoda, Yuichi,degree supervisor.",Yuichi Shoda,,,,http://hdl.handle.net/1773/42531,1773/42531,1077480690
,Fitting Psychometric Functions to Achromatic Brightness Matching Data,Fitting Psychometric Functions to Achromatic Brightness Matching Data,,Joris Vincent,,Joris Vincent,,,,Joris Vincent,,human,master's thesis,"master's thesis by Joris Vincent, 2017",University of Washington,2017,English,"iii, 29 pages ",,29,iii,"Buck, Steven L.,degree supervisor.",Steven L. Buck,,,,http://hdl.handle.net/1773/40698,1773/40698,1023865378
,Partial Independence of Brightness Induction and Brown Inducton Suggests a Two-stage Model For Brightness Induction,Partial Independence of Brightness Induction and Brown Inducton Suggests a Two-stage Model For Brightness Induction,,Joris Vincent,,Joris Vincent,,,,,Joris Vincent,human,doctoral thesis,"doctoral thesis by Joris Vincent, 2017",University of Washington,2017,English,"viii, 112 pages ",,112,viii,"Buck, Steven L.,degree supervisor.",Steven L. Buck,,,,http://hdl.handle.net/1773/40697,1773/40697,1023865312
,"To Avoid or Not to Avoid: The Role of Neuroticism and Trauma, Predictability Information, and Hormones On Fear Generalization",To Avoid or Not to Avoid,"The Role of Neuroticism and Trauma, Predictability Information, and Hormones On Fear Generalization",Natalia M. Garcia,,Natalia M Garcia,University of Washington,,,,Natalia M Garcia,human,doctoral thesis,"doctoral thesis by Natalia M. Garcia, 2019",University of Washington,2019,English,97 pages ,,97,,"Zoellner, Lori A.,degree supervisor.",Lori A. Zoellner,,,,http://hdl.handle.net/1773/44900,1773/44900,1131699925
,Gender Encoding in Gender Diverse and Gender Conforming Children,Gender Encoding in Gender Diverse and Gender Conforming Children,,Jessica J. Glazier,,Jessica J Glazier,,,,Jessica J Glazier,,human,master's thesis,"master's thesis by Jessica J. Glazier, 2019",University of Washington,2019,English,36 pages ,,36,,"Olson, Kristina(Kristina Reiss),degree supervisor.",Kristina(Kristina Reiss) Olson,,,,http://hdl.handle.net/1773/45261,1773/45261,1143764067
,Interaction and Nonlinear Effects of Temperament Reactivity and Regulation On Adjustment Problems in Preadolescence,Interaction and Nonlinear Effects of Temperament Reactivity and Regulation On Adjustment Problems in Preadolescence,,Max A. Halvorson,,Max A Halvorson,,,,Max A Halvorson,,human,master's thesis,"master's thesis by Max A. Halvorson, 2019",University of Washington,2019,English,37 pages ,,37,,"King, Kevin M.,degree supervisor.;Lengua, Liliana J.,degree supervisor.",Kevin M. King, Liliana J. Lengua,,,http://hdl.handle.net/1773/45266,1773/45266,1143764152
,The Coding of Safety-danger Boundaries By the Amygdala and Hippocampus: An Ecological Risky Foraging Investigation in Rats,The Coding of Safety-danger Boundaries By the Amygdala and Hippocampus,An Ecological Risky Foraging Investigation in Rats,Mi-Seon Kong,,Mi-Seon Kong,,,,,Mi-Seon Kong,human,doctoral thesis,"doctoral thesis by Mi-Seon Kong, 2019",University of Washington,2019,English,"ix, 114 pages ",,114,ix,"Kim, Jeansok J.,degree supervisor.",Jeansok J. Kim,,,,http://hdl.handle.net/1773/44435,1773/44435,1126007197
,Modeling the Suicidal Behavior Cycle: Understanding Repeated Suicide Attempts Among Individuals With Borderline Personality Disorder and a History of Attempting Suicide,Modeling the Suicidal Behavior Cycle,Understanding Repeated Suicide Attempts Among Individuals With Borderline Personality Disorder and a History of Attempting Suicide,Kevin S. Kuehn,,Kevin S Kuehn,University of Washington,,,Kevin S Kuehn,,human,master's thesis,"master's thesis by Kevin S. Kuehn, 2019",University of Washington,2019,English,36 pages ,,36,,"King, Kevin M.,degree supervisor.",Kevin M. King,,,,http://hdl.handle.net/1773/44891,1773/44891,1131699122
,A Network Approach to Ptsd: Comparing Interview and Self-report Networks,A Network Approach to Ptsd,Comparing Interview and Self-report Networks,Peter Rosencrans,,Peter L Rosencrans,,,,Peter L Rosencrans,,human,master's thesis,"master's thesis by Peter Rosencrans, 2019",University of Washington,2019,English,,,,,"Zoellner, Lori A.,degree supervisor.",Lori A. Zoellner,,,,http://hdl.handle.net/1773/44898,1773/44898,1131699673
,Modeling Child-nature Interaction in a Forest Preschool: A Behavioral Analysis Aligned With Landscape Affordances,Modeling Child-nature Interaction in a Forest Preschool,A Behavioral Analysis Aligned With Landscape Affordances,Thea Weiss,,Thea Weiss,,,,Thea Weiss,,human,master's thesis,"master's thesis by Thea Weiss, 2019",University of Washington,2019,English,37 pages ,,37,,"Kahn, Peter H.,Jr.,degree supervisor.;Prat, Chantel Spring,degree supervisor.",Peter H. Kahn, Chantel Spring Prat,,,http://hdl.handle.net/1773/44439,1773/44439,1126007749
,Childhood Income Dynamics and Adult Adiposity,Childhood Income Dynamics and Adult Adiposity,,Jason Robert Williams,,Jason Robert Williams,University of Washington,,,,Jason Robert Williams,human,doctoral thesis,"doctoral thesis by Jason Robert Williams, 2013",University of Washington,2013,English,"viii, 203 pages ",,203,viii,"Plotnick, Robert D.,degree supervisor.",Robert D. Plotnick,,,,http://hdl.handle.net/1773/25116,1773/25116,882489733
,"Genetic and Environmental Associations With Disease Risk and Drug Response in Alaska Native People, and a Responsive Justice Approach to Reconciling Statistical and Ethical Research Demands","Genetic and Environmental Associations With Disease Risk and Drug Response in Alaska Native People, and a Responsive Justice Approach to Reconciling Statistical and Ethical Research Demands",,Alison E. Fohner,,Alison E Fohner,,,,,Alison E Fohner,human,doctoral thesis,"doctoral thesis by Alison E. Fohner, 2015",University of Washington,2015,English,125 pages ,,125,,"Thummel, Kenneth E.,degree supervisor.",Kenneth E. Thummel,,,,http://hdl.handle.net/1773/34165,1773/34165,936747061
,Methods For Reducing Uncertainty in Personalized Medicine,Methods For Reducing Uncertainty in Personalized Medicine,,Gregory F. Guzauskas,,Gregory F Guzauskas,,,,,Gregory F Guzauskas,human,doctoral thesis,"doctoral thesis by Gregory F. Guzauskas, 2013",University of Washington,2013,English,[64 pages] ,,64,,"Veenstra, David L.,1967-degree supervisor.",David L. Veenstra,,,,http://hdl.handle.net/1773/25161,1773/25161,882585175
,The Return of Genetic Research Results in the Context of an International Colon Cancer Family Registry,The Return of Genetic Research Results in the Context of an International Colon Cancer Family Registry,,Mercy Ygona Laurino,,Mercy Ygoña Laurino,,,,,Mercy Ygoña Laurino,human,doctoral thesis,"doctoral thesis by Mercy Ygona Laurino, 2015",University of Washington,2015,English,"xii, 143 pages ",,143,xii,"Fullerton, Stephanie M.,degree supervisor.",Stephanie M. Fullerton,,,,http://hdl.handle.net/1773/35308,1773/35308,947726384
,Familial Aggregation of Component Traits of Metabolic Syndrome: The Gennid Study,Familial Aggregation of Component Traits of Metabolic Syndrome,The Gennid Study,Sukh Makhnoon,,Sukh Makhnoon,University of Washington,,,Sukh Makhnoon,,human,master's thesis,"master's thesis by Sukh Makhnoon, 2014",University of Washington,2014,English,25 pages ,,25,,"Edwards, Karen(Karen Louise),degree supervisor.",Karen(Karen Louise) Edwards,,,,http://hdl.handle.net/1773/27573,1773/27573,905553035
,Antidepressant Use and Risk of Dementia and Cognitive Decline,Antidepressant Use and Risk of Dementia and Cognitive Decline,,Laura Heath,,Laura Heath,,,,,Laura Heath,human,doctoral thesis,"doctoral thesis by Laura Heath, 2016",University of Washington,2016,English,"iv, 61 pages",,61,iv,"Thummel, Kenneth E.,degree supervisor.",Kenneth E. Thummel,,,,http://hdl.handle.net/1773/36827,1773/36827,958426767
,Fetal Alcohol Spectrum Disorder Primary Prevention Through Fasd Diagnosis: Identification of High-risk Birth Mothers Through the Diagnosis of Their Children : Follow-up Study,Fetal Alcohol Spectrum Disorder Primary Prevention Through Fasd Diagnosis,Identification of High-risk Birth Mothers Through the Diagnosis of Their Children : Follow-up Study,Corey D. Snelson,,Corey D Snelson,,,,Corey D Snelson,,human,master's thesis,"master's thesis by Corey D. Snelson, 2016",University of Washington,2016,English,55 pages,,55,,"Astley, Susan Jean,1955-degree supervisor.",Susan Jean Astley,,,,http://hdl.handle.net/1773/37239,1773/37239,972503309
,Incorporating Cognition Into Models of Animal Movement and Predator--prey Interaction,Incorporating Cognition Into Models of Animal Movement and Predator--prey Interaction,,Chloe Bracis,,Chloe Bracis,,,,,Chloe Bracis,human,doctoral thesis,"doctoral thesis by Chloe Bracis, 2014",University of Washington,2014,English,"viii, 150 pages ",,150,viii,"Anderson, James J.(James Jay),degree supervisor.",James J.(James Jay) Anderson,,,,http://hdl.handle.net/1773/27579,1773/27579,904448962
,Understory Light Availability and Spatial Variation,Understory Light Availability and Spatial Variation,,Miranda Fix,,Miranda J. Fix,,,,Miranda J. Fix,,human,master's thesis,"master's thesis by Miranda Fix, 2013",University of Washington,2013,English,"vi, 69 pages ",,69,vi,"Ford, E. D.(Edward David),degree supervisor.",E. D.(Edward David) Ford,,,,http://hdl.handle.net/1773/23365,1773/23365,877835346
,Intersection of Mechanobiology and Musculoskeletal Regenerative Rehabilitation,Intersection of Mechanobiology and Musculoskeletal Regenerative Rehabilitation,,Maryam Fayazi,,Maryam Fayazi,,,,,Maryam Fayazi,human,doctoral thesis,"doctoral thesis by Maryam Fayazi, 2021",University of Washington,2021,English,"viii, 104 pages ",,104,viii,"Mack, David Lee,degree supervisor.",David Lee Mack,,,,http://hdl.handle.net/1773/46975,1773/46975,1275392895
,Preliminary Development of the Hand and Arm Function Measure For People With Neurological Conditions,Preliminary Development of the Hand and Arm Function Measure For People With Neurological Conditions,,Namrata Grampurohit,,Namrata Grampurohit,University of Washington,,,,Namrata Grampurohit,human,doctoral thesis,"doctoral thesis by Namrata Grampurohit, 2016",University of Washington,2016,English,"iv, 212 pages ",,212,iv,"Kartin, Deborah,degree supervisor.",Deborah Kartin,,,,http://hdl.handle.net/1773/35506,1773/35506,948518562
,Physical Performance in Adults With Chronic Kidney Disease,Physical Performance in Adults With Chronic Kidney Disease,,Laura Johnstone,,Laura Johnstone,,,,,Laura Johnstone,human,doctoral thesis,"doctoral thesis by Laura Johnstone, 2020",University of Washington,2020,English,"1 page, 129 pages ",,130,,"McGough, Ellen L.,degree supervisor.",Ellen L. McGough,,,,http://hdl.handle.net/1773/46703,1773/46703,1265060374
,"An Exploration of Global Prosthetist/orthotist Education, Projected Workforce Need, and Information Access Among Faculty","An Exploration of Global Prosthetist/orthotist Education, Projected Workforce Need, and Information Access Among Faculty",,Cody L. McDonald,,Cody L McDonald,,,,,Cody L McDonald,human,doctoral thesis,"doctoral thesis by Cody L. McDonald, 2019",University of Washington,2019,English,"iv, 147 pages ",,147,iv,"Kartin, Deborah,degree supervisor.",Deborah Kartin,,,,http://hdl.handle.net/1773/44648,1773/44648,1127827754
,The Last Generation of Native Ladino Speakers?: Judeo-spanish and the Sephardic Community in Seattle,The Last Generation of Native Ladino Speakers?,Judeo-spanish and the Sephardic Community in Seattle,Mary K. FitzMorris,,Mary K. FitzMorris,University of Washington,,,Mary K. FitzMorris,,human,master's thesis,"master's thesis by Mary K. FitzMorris, 2014",University of Washington,2014,English,89 pages ,,89,,"Naar, Devin E.,degree supervisor.http://www.wikidata.org/entity/Q104733097",Q104733097,,,,http://hdl.handle.net/1773/26221,1773/26221,894526176
,"Disrupting Whiteness in Contemporary France: A Radical, Multifaceted and Intersectional Approach to (de)constructing French Identity",Disrupting Whiteness in Contemporary France,"A Radical, Multifaceted and Intersectional Approach to (de)constructing French Identity",Lise Lalonde,,Lise Lalonde,,,,,Lise Lalonde,human,doctoral thesis,"doctoral thesis by Lise Lalonde, 2018",University of Washington,2018,English,316 pages ,,316,,"Smith, Maya Angela,degree supervisor.",Maya Angela Smith,,,,http://hdl.handle.net/1773/42538,1773/42538,1066697599
,Citizenship in Latvia: Does It Pay?,Citizenship in Latvia,Does It Pay?,Justin Paulsen,,Justin Paulsen,,,,Justin Paulsen,,human,master's thesis,"master's thesis by Justin Paulsen, 2013",University of Washington,2013,English,,,,,"Radnitz, Scott,1978-degree supervisor.",Scott Radnitz,,,,http://hdl.handle.net/1773/23539,1773/23539,879502285
,The Role of Institutions in the Transition to Adulthood and Their Impact On Pathways to Adulthood and Adult Criminal Outcomes,The Role of Institutions in the Transition to Adulthood and Their Impact On Pathways to Adulthood and Adult Criminal Outcomes,,JoAnn S. Lee,,JoAnn S Lee,,,,,JoAnn S Lee,human,doctoral thesis,"doctoral thesis by JoAnn S. Lee, 2012",University of Washington,2012,English,"vi, 190 pages ",,190,vi,"Tajima, Emiko,thesis advisor.",Emiko Tajima,,,,http://hdl.handle.net/1773/21826,1773/21826,855789339
,"Association of Filial Responsibility, Ethnicity, and Acculturation of Family Caregivers of Older Adults","Association of Filial Responsibility, Ethnicity, and Acculturation of Family Caregivers of Older Adults",,Christina E. Miyawaki,,Christina E Miyawaki,,,,,Christina E Miyawaki,human,doctoral thesis,"doctoral thesis by Christina E. Miyawaki, 2014",University of Washington,2014,English,"iv, 185 pages ",,185,iv,"Hooyman, Nancy R.,degree supervisor.",Nancy R. Hooyman,,,,http://hdl.handle.net/1773/26248,1773/26248,897829205
,"Same-sex Partnerships and the Health of Lesbian, Gay, and Bisexual Older Adults","Same-sex Partnerships and the Health of Lesbian, Gay, and Bisexual Older Adults",,Mark Edward Williams,,Mark Williams,,,,,Mark Williams,human,doctoral thesis,"doctoral thesis by Mark Edward Williams, 2012",University of Washington,2012,English,"iii, 99 pages ",,99,iii,"Hooyman, Nancy R.,thesis advisor.",Nancy R. Hooyman,,,,http://hdl.handle.net/1773/21821,1773/21821,855791108
,An Examination of Neighborhood Contexts and Substance Use Across the Life Course,An Examination of Neighborhood Contexts and Substance Use Across the Life Course,,Christopher Cambron,,Christopher Cambron,,,,,Christopher Cambron,human,doctoral thesis,"doctoral thesis by Christopher Cambron, 2017",University of Washington,2017,English,"vi, 134 pages ",,134,vi,"Catalano, Richard F.,degree supervisor.",Richard F. Catalano,,,,http://hdl.handle.net/1773/40458,1773/40458,1013665753
,Childhood Stressors and Behavioral Health Among American Indians With Type 2 Diabetes: An Expanded Assessment of Adverse Childhood Experiences Using Latent Class Analysis,Childhood Stressors and Behavioral Health Among American Indians With Type 2 Diabetes,An Expanded Assessment of Adverse Childhood Experiences Using Latent Class Analysis,Jessica H.L. Elm,,Jessica H. L. Elm,,,,,Jessica H. L. Elm,human,doctoral thesis,"doctoral thesis by Jessica H.L. Elm, 2018",University of Washington,2018,English,"viii, 115 pages ",,115,viii,"Walters, Karina L.,degree supervisor.",Karina L. Walters,,,,http://hdl.handle.net/1773/42910,1773/42910,1083349593
,Follow-up Difficulty and Retention: Evaluating Potential Attrition Bias in a Longitudinal Substance Abuse Treatment Study,Follow-up Difficulty and Retention,Evaluating Potential Attrition Bias in a Longitudinal Substance Abuse Treatment Study,Erin N. Harrop,,Erin N Harrop,University of Washington,,,Erin N Harrop,,human,master's thesis,"master's thesis by Erin N. Harrop, 2014",University of Washington,2014,English,75 pages ,,75,,"Wells, Elizabeth Ann,degree supervisor.",Elizabeth Ann Wells,,,,http://hdl.handle.net/1773/26249,1773/26249,895297402
